GaiaDR3,Cluster,Ref,ClusterID,Grade,Class,RA_ICRS,DE_ICRS,rmedgeo,pmRA,pmDE,RV,Gmag,BPmag,RPmag,BP-RP,GMAG,r3d,v3d,rsky,pmR,e_pmR,pmT,e_pmT,deltaRVGC,deltaphiGC,distFromO,distAlongO,cmdDist,q,e_q,MassSysMLR,MassSys,e_MassSys,MassA,e_MassA,MassB,e_MassB,_RA.icrs,_DE.icrs,has_rv,cluster_ra,cluster_dec,cluster_distance,r_cluster_pc,distance_ratio
465011784113142912,Stock_2,Kos2024,105,S,T,38.588908,59.326479,343.3683,15.723,-15.8124,,16.7232,17.9548,15.6295,2.3253,9.0444,30.81,,2.4203,-0.0915,0.0475,0.1636,0.0629,,0.1987,7.11,-29.76,,,,,,,,,,,38.588771,59.326549,False,33.8500429,59.57700901,370.24623325,30.812097925370587,0.927405248625848
457959138576016640,Stock_2,Kos2024,105,S,T,39.724259,58.08739,351.4539,15.1209,-16.0422,,15.5099,16.3643,14.6031,1.7612,7.7806,28.41,,3.382,0.0788,0.0131,-0.2375,0.0368,,0.1939,4.34,-27.87,,,,,,,,,,,39.724132,58.087461,False,33.8500429,59.57700901,370.24623325,28.40623318181646,0.9492436882205607
463872621348887808,Stock_2,Kos2024,105,S,T,40.894536,57.543561,358.3265,14.5492,-16.0069,,16.0029,16.984,15.0317,1.9523,8.2315,29.21,,4.1928,0.1158,0.0161,-0.2488,0.0621,,0.1885,12.62,-26.45,,,,,,,,,,,40.894416,57.543632,False,33.8500429,59.57700901,370.24623325,29.214441094176212,0.9678059297312244
459005186451913856,Stock_2,Kos2024,105,S,T,37.791358,59.011641,353.3763,15.3892,-15.6264,,16.3772,17.4891,15.3426,2.1465,8.636,21.42,,2.0896,-0.09,0.0297,-0.3554,0.0536,,0.1446,1.2,-21.26,,,,,,,,,,,37.791225,59.011711,False,33.8500429,59.57700901,370.24623325,21.41685099564354,0.9544359084981995
460600852699205504,Stock_2,Kos2024,105,S,T,43.130919,56.764291,378.6801,13.3085,-15.1749,,16.7039,17.8086,15.6614,2.1472,8.8125,37.78,,5.6291,-0.0044,0.0181,0.188,0.0843,,0.1474,33.19,-17.95,,,,,,,,,,,43.130811,56.764358,False,33.8500429,59.57700901,370.24623325,37.78496988364571,1.0227790750927241
507094698314015360,Stock_2,Kos2024,105,S,T,32.174565,59.460378,343.9196,16.4875,-12.9048,,16.0598,16.476,14.8554,1.6206,8.3775,26.86,,0.8578,0.8168,0.0573,-1.5305,0.0593,,0.105,20.34,-17.48,,,,,,,,,,,32.174421,59.460435,False,33.8500429,59.57700901,370.24623325,26.863266353075108,0.9288942576973537
463961406912033152,Stock_2,Kos2024,105,S,T,40.137415,58.135599,367.3486,14.2177,-15.2559,,15.7089,16.5944,14.784,1.8104,7.8835,23.06,,3.5528,-0.1407,0.0163,-0.1008,0.044,,0.1277,15.46,-17.01,,,,,,,,,,,40.137295,58.135667,False,33.8500429,59.57700901,370.24623325,23.061988569868365,0.9921737671047596
459054698834823552,Stock_2,Kos2024,105,S,T,37.513647,59.157787,358.948,14.6472,-14.6799,,17.1231,18.426,16.0168,2.4092,9.3479,16.61,,1.9126,-0.7941,0.0511,0.1806,0.0762,,0.1128,2.48,-16.53,,,,,,,,,,,37.51352,59.157852,False,33.8500429,59.57700901,370.24623325,16.60661891246347,0.9694845423521942
507985470229917056,Stock_2,Kos2024,105,S,T,31.020055,60.555589,341.1488,17.4034,-14.0443,,16.0909,17.0084,14.8236,2.1848,8.4262,30.99,,1.7176,0.547,0.004,0.1583,0.0519,,0.0933,26.16,-16.53,,,,,,,,,,,31.019898,60.555651,False,33.8500429,59.57700901,370.24623325,30.98701635105771,0.9214105893945648
507964274573491072,Stock_2,Kos2024,105,S,T,30.99664,60.338271,341.7867,17.4269,-13.5744,,16.9789,18.3051,15.8517,2.4534,9.3101,30.18,,1.6183,0.7219,0.0152,-0.2957,0.0862,,0.0917,25.43,-16.06,,,,,,,,,,,30.996484,60.338331,False,33.8500429,59.57700901,370.24623325,30.181421947426493,0.9231334968618482
507332261547778432,Stock_2,Kos2024,105,S,T,34.232277,59.882708,350.4539,16.2864,-14.323,,16.7086,17.9798,15.6162,2.3637,8.9854,19.92,,0.3613,0.0645,0.0745,0.4374,0.0118,,0.0977,12.24,-15.59,,,,,,,,,,,34.232133,59.882772,False,33.8500429,59.57700901,370.24623325,19.92228551644873,0.946542782957536
458930316584175104,Stock_2,Kos2024,105,S,T,36.480422,58.534361,358.4295,15.1819,-14.5691,,15.1923,15.9524,14.3452,1.6072,7.4203,16.05,,1.7073,-0.4916,0.0048,-0.17,0.033,,0.1074,3.4,-15.59,,,,,,,,,,,36.480293,58.534426,False,33.8500429,59.57700901,370.24623325,16.046736053209163,0.9680841229733159
507147337433966464,Stock_2,Kos2024,105,S,T,32.200152,60.012355,346.5472,16.3593,-13.2396,,17.2341,18.6267,16.0965,2.5303,9.5353,24.41,,0.9372,1.3588,0.0241,-0.4354,0.0989,,0.0873,19.31,-15.12,,,,,,,,,,,32.200007,60.012414,False,33.8500429,59.57700901,370.24623325,24.412655801503664,0.9359911563664773
465040886811367040,Stock_2,Kos2024,105,S,T,39.30194,59.541396,364.516,14.7282,-15.227,,16.2183,17.279,15.2089,2.07,8.4097,18.61,,2.7606,0.0216,0.0392,0.0173,0.0382,,0.1087,10.74,-15.12,,,,,,,,,,,39.301811,59.541464,False,33.8500429,59.57700901,370.24623325,18.609635806635808,0.9845231828567159
507376718743777280,Stock_2,Kos2024,105,S,T,34.75127,59.932545,353.093,16.4288,-13.9064,,16.2006,17.2699,15.1295,2.1403,8.4612,17.53,,0.5766,0.5037,0.0643,0.5299,0.0134,,0.0918,9.75,-14.64,,,,,,,,,,,34.751124,59.932607,False,33.8500429,59.57700901,370.24623325,17.534911861899563,0.9536707420371846
430717054374342272,Stock_2,Kos2024,105,S,L,8.768612,62.792978,392.1902,18.5853,-7.0169,,16.2707,17.2685,15.2862,1.9822,8.3032,85.32,,12.3237,2.2309,0.0182,0.4803,0.0531,,-0.4719,57.77,62.8,,,,,,,,,,,8.768431,62.793009,False,33.8500429,59.57700901,370.24623325,85.31644357847765,1.0592685752867144
