gaia_dr3_source_id,cluster_name,catalogue_id,catalogue_reference,selection_stage,selection_criterion,original_class,original_class_basis,homogenized_class,homogenized_class_basis,kos_pbint,kos_pbbin,kos_like,kos_like6d,risbud_leading_flag,risbud_trailing_flag,risbud_within_tidal_radius_flag,risbud_corrected_sample_flag,ra_deg,dec_deg,pmra_masyr,pmdec_masyr,rv_kms
507209184964730112,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.9557519182390695,2227.2722938907673,0.199489770529079,-1,-1,-1,-1,31.63922486899,60.0854882378,16.61758142790125,-13.79820730999317,6.415369510650635
507209184964730112,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,31.639225,60.085488,16.617581,-13.798207,6.420000076293945
507213445572226304,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,L,Jadhav2025_distAlongO_pm10pc,1.0,0.9551417117225194,22762.007025915307,0.0,-1,-1,-1,-1,31.68249438365,60.32058770111,15.74749628930753,-12.7270307982319,nan
507213445572226304,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,L,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,31.682494,60.320588,15.747496,-12.727031,nan
507213823529270656,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.9556067389820128,24725.392575637663,0.1049352299728753,-1,-1,-1,-1,31.4432882884,60.19193439848,16.87684113931191,-12.86787297389172,7.829234600067139
507213823529270656,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,31.443288,60.191934,16.876841,-12.867873,7.829999923706055
507214579443494144,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.9541870294903636,24725.392575637663,0.1049352299728753,-1,-1,-1,-1,31.49397699949,60.27830583187,16.72959213315247,-13.49139299812705,6.785145282745361
507214579443494144,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,31.493977,60.278306,16.729592,-13.491393,6.789999961853027
507215816394074112,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.9963513974705452,1068.613489302011,0.0,-1,-1,-1,-1,31.58176007151,60.28026620742,16.90724435055802,-13.79857135582054,nan
507215816394074112,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,31.58176,60.280266,16.907244,-13.798571,nan
507215850753919104,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,T,Risbud2025_original_flags,T,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,1,0,1,31.603934,60.279657,17.308484,-14.875064,11.609999656677246
507217053344643200,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.9543711821845567,22762.007025915307,0.0,-1,-1,-1,-1,31.51097906096,60.35352630893,16.05897490114546,-12.96505413137409,nan
507217053344643200,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,31.510979,60.353526,16.058975,-12.965054,nan
507217809258879744,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.9962656722665811,1068.613489302011,0.01782770573732719,-1,-1,-1,-1,31.5177092155,60.41032327436,16.80740836728215,-13.40653702638341,4.61479377746582
507217809258879744,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,31.517709,60.410323,16.807408,-13.406537,4.610000133514404
507218599531252992,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,T,Jadhav2025_distAlongO_pm10pc,1.0,0.9776718855942271,13732.90477240697,0.0,-1,-1,-1,-1,34.34684493687,59.00478861463,16.04859503378907,-14.38875923019523,nan
507218599531252992,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,T,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,0,34.346845,59.004789,16.048595,-14.388759,nan
507220970353166336,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.9539208149697772,14847.961192464134,0.0839481839783004,-1,-1,-1,-1,34.40280283217,59.10648605542,15.52401922388959,-13.16252411948514,6.756218910217285
507220970353166336,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,34.402803,59.106486,15.524019,-13.162524,6.760000228881836
507221107795471232,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.9539298237622332,13732.90477240697,0.0,-1,-1,-1,-1,34.44323454525,59.12844081813,15.94750653256931,-14.34606552744776,nan
507221107795471232,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,34.443235,59.128441,15.947507,-14.346066,nan
507222550901009024,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.955723106499061,14847.961192464134,0.0839481839783004,-1,-1,-1,-1,34.14327171541,59.07671156646,15.62257528195709,-13.55461415307198,14.00160503387451
507222550901009024,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,34.143272,59.076712,15.622575,-13.554614,14.0
507222619614549120,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,L,Jadhav2025_distAlongO_pm10pc,1.0,0.955312203238982,5437.941690376845,0.06815148269206105,-1,-1,-1,-1,34.0886021361,59.0549305225,15.47709955671216,-14.01558283551963,8.967470169067383
507223238095763968,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.9550095166751196,13732.90477240697,0.0,-1,-1,-1,-1,34.11554582009,59.12055485516,15.78589268276058,-13.84287055043347,nan
507223238095763968,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,34.115546,59.120555,15.785893,-13.842871,nan
507223238095765632,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.8370360618625853,2188.7828925615745,0.0839481839783004,-1,-1,-1,-1,34.12014984877,59.11550247039,15.36945997028524,-14.17370681001229,9.08814525604248
507223238095765632,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,34.12015,59.115502,15.36946,-14.173707,9.09000015258789
507224371967116544,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,34.063234,59.167579,15.281102,-15.134456,10.420000076293945
507224578120910592,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.95156074544973,14847.961192464134,0.0839481839783004,-1,-1,-1,-1,34.19863415326,59.12375926293,15.76334811544663,-13.65356338162681,11.23727798461914
507224578120910592,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,34.198634,59.123759,15.763348,-13.653563,11.239999771118164
507227700558066688,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.9499161236311592,14847.961192464134,0.1026785583605556,-1,-1,-1,-1,34.53963498242,59.23158022987,15.37813739631506,-13.94731066752732,7.72383975982666
507228250314164736,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.9476749317864278,2188.7828925615745,0.0,-1,-1,-1,-1,34.39808165546,59.23836609716,15.643049452119,-14.31792793430626,nan
507228976172161152,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.9555766201607174,14847.961192464134,0.0839481839783004,-1,-1,-1,-1,34.56295011835,59.23522012279,15.68231791514724,-13.33279972182085,2.695354461669922
507228976172161152,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,34.56295,59.23522,15.682318,-13.3328,2.700000047683716
507229663366902016,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.9498455790821204,14847.961192464134,0.0839481839783004,-1,-1,-1,-1,34.63674750355,59.29685728041,15.48166307422219,-13.90019361632984,10.41035079956055
507229663366902016,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,34.636748,59.296857,15.481663,-13.900194,10.40999984741211
507229663366904704,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.9531826625537001,13732.90477240697,0.0,-1,-1,-1,-1,34.65228337356,59.28814286203,16.01357026066095,-13.85276855069153,nan
507229663366904704,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,34.652283,59.288143,16.01357,-13.852769,nan
507230144403250944,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.9499687734149473,14847.961192464134,0.0,-1,-1,-1,-1,34.53910324874,59.28365231926,15.5362010048551,-13.46618126068126,nan
507230144403250944,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,0,34.539103,59.283652,15.536201,-13.466181,nan
507230659799303552,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.9554374570205839,14847.961192464134,0.0622841365000293,-1,-1,-1,-1,34.5650943447,59.33286474147,15.63750180966624,-13.24989279012514,7.8600172996521
507230659799303552,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,34.565094,59.332865,15.637502,-13.249893,7.860000133514404
507233064980992768,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,L,Jadhav2025_distAlongO_pm10pc,1.0,0.9546086058999188,12065.504139179217,0.1719583768587765,-1,-1,-1,-1,34.27565855141,59.34625767467,15.65988629213516,-13.81370785892787,5.556766510009766
507233064980992768,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,L,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,34.275659,59.346258,15.659886,-13.813708,5.559999942779541
507233507353845248,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.9507419546112974,14847.961192464134,0.0839481839783004,-1,-1,-1,-1,34.43779621044,59.34324658515,15.67042802104374,-13.76748076675676,9.694534301757812
507233507353845248,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,34.437796,59.343247,15.670428,-13.767481,9.6899995803833
507233683456274176,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.9544640589122217,14847.961192464134,0.0,-1,-1,-1,-1,34.36818408137,59.36676608745,15.64304396331939,-13.6546022030955,nan
507233683456274176,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,34.368184,59.366766,15.643044,-13.654602,nan
507233717816012800,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.9556127328914729,14847.961192464134,0.0,-1,-1,-1,-1,34.4000548752,59.36307394466,15.44955013554003,-13.89748764486741,nan
507233717816012800,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,34.400055,59.363074,15.44955,-13.897488,nan
507233992693909760,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.9556199924084243,14847.961192464134,0.0839481839783004,-1,-1,-1,-1,34.49549242898,59.38484337214,15.27239230731262,-13.59061987030493,9.145174026489258
507233992693909760,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,34.495492,59.384843,15.272392,-13.59062,9.149999618530273
507234164492756224,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.9248726978616375,14847.961192464134,0.0839481839783004,-1,-1,-1,-1,34.44098350539,59.38745368998,14.94561355090092,-13.56927905557544,6.220131874084473
507234164492756224,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,34.440984,59.387454,14.945614,-13.569279,6.21999979019165
507234198852340608,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.9557430056389155,13732.90477240697,0.0839481839783004,-1,-1,-1,-1,34.41552120726,59.38975553378,15.92089408837694,-13.80618243585321,20.06380081176758
507234198852340608,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,34.415521,59.389756,15.920894,-13.806182,20.059999465942383
507235156621282432,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,34.394222,59.436324,15.024793,-15.099039,8.039999961853027
507236019918417408,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.9499112306269296,14847.961192464134,0.0839481839783004,-1,-1,-1,-1,33.91838808648,59.19348485897,15.76134968250428,-13.38159494964104,14.99365711212158
507236019918417408,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,33.918388,59.193485,15.76135,-13.381595,14.989999771118164
507236019918418176,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,L,Jadhav2025_distAlongO_pm10pc,1.0,0.9556855672408656,12065.504139179217,0.06815148269206105,-1,-1,-1,-1,33.91791950135,59.1928633675,15.70937037431447,-13.53073022640483,10.24406623840332
507236019918418176,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,L,Risbud2025_original_flags,L,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,1,0,0,1,33.91792,59.192863,15.70937,-13.53073,10.239999771118164
507236260436575872,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.823356403924871,1626.6387949197144,0.2915619723117314,-1,-1,-1,-1,34.01918652107,59.20336174543,15.43021156405414,-14.08687022318379,15.81496429443359
507236260436575872,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,34.019187,59.203362,15.430212,-14.08687,15.8100004196167
507236707113189760,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.9510499664648324,22762.007025915307,0.0,-1,-1,-1,-1,33.86425125236,59.18811563888,16.20441065696448,-14.35380647011006,nan
507236707113189760,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,33.864251,59.188116,16.204411,-14.353806,nan
507236810192398336,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.9524978612237011,14847.961192464134,0.0839481839783004,-1,-1,-1,-1,33.87406030959,59.20160275917,16.21350300420202,-13.55222610122754,9.928815841674805
507236810192398336,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,33.87406,59.201603,16.213503,-13.552226,9.930000305175781
507236878911878912,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.9505927315699876,13732.90477240697,0.0839481839783004,-1,-1,-1,-1,33.82732989637,59.19765778671,15.74329696105768,-14.22165967794167,8.963996887207031
507236878911878912,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,33.82733,59.197658,15.743297,-14.22166,8.960000038146973
507237669185809024,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.9556331212821864,14847.961192464134,0.0839481839783004,-1,-1,-1,-1,33.89200738217,59.28484176104,15.53598204158279,-13.51056613877889,9.987090110778809
507237669185809024,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,33.892007,59.284842,15.535982,-13.510566,9.989999771118164
507237703545580416,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.9529961945957748,14847.961192464134,0.0839481839783004,-1,-1,-1,-1,34.03770540575,59.21677378754,15.71532222795813,-13.6952797911173,8.568050384521484
507237703545580416,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,34.037705,59.216774,15.715322,-13.69528,8.569999694824219
507237840984517376,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.9525929533905518,14847.961192464134,0.4371172913063651,-1,-1,-1,-1,34.08811008651,59.24123735688,16.09645762271928,-13.41290081757681,-7.287684917449951
507237840984517376,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,34.08811,59.241237,16.096458,-13.412901,-7.289999961853027
507237978423628288,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.9557285956328498,13732.90477240697,0.0839481839783004,-1,-1,-1,-1,34.0063897015,59.23519769351,15.58972918947588,-14.07295382291283,16.03261184692383
507237978423628288,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,34.00639,59.235198,15.589729,-14.072954,16.030000686645508
507238287661091712,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,L,Jadhav2025_distAlongO_pm10pc,1.0,0.4579213311389702,5437.941690376845,0.0,-1,-1,-1,-1,34.12412565031,59.27761410322,16.10139532713626,-14.79274839037944,nan
507239009215593728,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.9557454808204104,13732.90477240697,0.0839481839783004,-1,-1,-1,-1,33.98077263221,59.29591796016,15.87165298353777,-13.85174488169251,5.287647247314453
507239009215593728,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,33.980773,59.295918,15.871653,-13.851745,5.289999961853027
507239455892168704,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.9553817012403483,13732.90477240697,0.4371172913063651,-1,-1,-1,-1,34.01289536495,59.32998766029,16.03358203864286,-13.82550158666966,1.221515893936157
507239455892168704,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,34.012895,59.329988,16.033582,-13.825502,1.2200000286102295
507240314885684352,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.9556832852631542,14847.961192464134,0.0839481839783004,-1,-1,-1,-1,33.76753101957,59.2619801772,16.29514307936551,-13.34723452307149,15.39918327331543
507240314885684352,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,33.767531,59.26198,16.295143,-13.347235,15.399999618530273
507240383605148032,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.8362886377344159,2188.7828925615745,0.0,-1,-1,-1,-1,33.73799262055,59.28540772581,15.40519271991477,-13.49495986033447,nan
507240383605148032,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,33.737993,59.285408,15.405193,-13.49496,nan
507240383605158528,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.8364025137209529,2188.7828925615745,0.0,-1,-1,-1,-1,33.74207114814,59.26885002999,15.08041357640593,-13.95192123294777,nan
507240383605158528,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,33.742071,59.26885,15.080414,-13.951921,nan
507240864641463296,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,T,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,33.812484,59.314246,16.129278,-15.23515,8.8100004196167
507240933360936832,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.9487678654963599,14847.961192464134,0.0,-1,-1,-1,-1,33.79057505388,59.32198045238,16.34645304218479,-13.60897081636768,nan
507240933360936832,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,0,33.790575,59.32198,16.346453,-13.608971,nan
507241380037546752,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.9499065757758461,14847.961192464134,0.0839481839783004,-1,-1,-1,-1,33.643881845,59.31488154714,16.1832801145057,-13.3914854617725,11.46032238006592
507241380037546752,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,33.643882,59.314882,16.18328,-13.391485,11.460000038146973
507241586195966848,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,0,33.746319,59.323844,17.059726,-14.240891,nan
507242032872539520,Stock 2,Kos2024,Kos 2024,high_probability_analysis_subset,pbint > 0.9,,,C,Jadhav2025_distAlongO_pm10pc,1.0,0.9512161239085519,14847.961192464134,0.0839481839783004,-1,-1,-1,-1,33.70585102511,59.36884844797,15.76853328485812,-13.17622821692448,6.610466957092285
507242032872539520,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,33.705851,59.368848,15.768533,-13.176228,6.610000133514404
507242548268606976,Stock 2,Risbud2025,Risbud et al. 2025,published_stock2_sample,published catalogue inclusion,C,Risbud2025_original_flags,C,Jadhav2025_distAlongO_pm10pc,nan,nan,nan,nan,0,0,1,1,33.866376,59.368306,15.506186,-15.024103,9.079999923706055
